,Bus_Station_Name,Location,Postcode
14418,Moss St/Hume Ave (Melton South),"-37.711329, 144.56802",3338
14419,Blaxland Rd/Mitchell Rd (Melton South),"-37.713778, 144.571422",3338
14420,Northcott St/Exford Rd (Melton South),"-37.706664, 144.574297",3338
14421,McDonald St/Station Rd (Melton South),"-37.701577, 144.57537",3338
14422,Garry St/Station Rd (Melton South),"-37.69831, 144.576044",3338
14423,Pitt St/Rathdowne St (Carlton),"-37.79588, 144.970895",3503
14424,Richard Rd/Station Rd (Melton South),"-37.695258, 144.576619",3338
14425,Alexandra St/High St (Melton),"-37.683572, 144.579324",3337
14426,Melton Civic Centre/High St (Melton),"-37.683037, 144.587075",3337
14427,Melton Valley Dr/High St (Melton),"-37.68444, 144.595726",3337
14428,Eleanor Dr/Dowling Ave (Hoppers Crossing),"-37.863612, 144.67656",3029
14429,Carlton Baths/Rathdowne St (Carlton),"-37.793813, 144.971259",3503
14430,William Wright Wynd/Westmill Dr (Hoppers Crossing),"-37.872932, 144.671686",3029
14431,Matthew Cl/Westmill Dr (Hoppers Crossing),"-37.875166, 144.672093",3029
14432,Opp 330 Dynon Rd (West Melbourne),"-37.802148, 144.92008",3031
14433,Freight Terminal/Dynon Rd (West Melbourne),"-37.802706, 144.925142",3008
14434,Curtain Square/Rathdowne St (Carlton North),"-37.789581, 144.971999",3054
14435,Lloyd St/Dynon Rd (West Melbourne),"-37.80324, 144.929886",3031
14436,Radcliffe St/Dynon Rd (West Melbourne),"-37.803835, 144.932424",3003
14437,Punt Rd/Commercial Rd (South Yarra),"-37.845724, 144.984565",3004
14438,Braille Library/Commercial Rd (South Yarra),"-37.846013, 144.987216",3141
14439,Prahran Market/Commercial Rd (South Yarra),"-37.846708, 144.99255",3141
14440,Fenwick St/Rathdowne St (Carlton North),"-37.787389, 144.972377",3054
14441,Chapel St/Malvern Rd (South Yarra),"-37.846975, 144.994463",3141
14442,Bendigo St/Malvern Rd (South Yarra),"-37.8475, 144.998313",3141
14443,Victoria University/Rees Rd (Melton South),"-37.707203, 144.563754",3338
14444,Malvern Rd/Williams Rd (South Yarra),"-37.848328, 145.003064",3181
14445,Murray St/Williams Rd (Prahran),"-37.850962, 145.002675",3181
14446,High St/Williams Rd (Prahran),"-37.853299, 145.002328",3181
14447,Erica St/Williams Rd (Windsor),"-37.85506, 145.001996",3181
14448,Wrexham Rd/Williams Rd (Windsor),"-37.85656, 145.001717",3181
14449,Dandenong Rd/Hotham St (St Kilda East),"-37.859471, 145.001195",3183
14450,St Kilda Cemetery/Hotham St (St Kilda East),"-37.861053, 145.000913",3183
14451,Carlton North Post Office/Rathdowne St (Carlton North),"-37.784432, 144.972866",3054
14452,Alma Rd/Hotham St (St Kilda East),"-37.862885, 145.00058",3183
14453,West St/Evell St (Glenroy),"-37.698056, 144.940777",3046
14454,Sadie St/Evell St (Glenroy),"-37.699059, 144.942484",3046
14455,May St/Evell St (Glenroy),"-37.700751, 144.945421",3046
14456,Waterfall Gully Rd/Goolgowie St (Rosebud),"-38.37788, 144.925021",3938
14457,Wattle Park PS/Thomas St (Camberwell),"-37.842774, 145.096421",3125
14458,Silverbush Way/Sayers Rd (Williams Landing),"-37.852672, 144.732455",3029
14459,Al-Taqwa College/Sayers Rd (Truganina),"-37.851986, 144.7221",3029
14460,Al-Taqwa College/Sayers Rd (Truganina),"-37.851783, 144.721856",3029
14461,CFA/Derrimut Rd (Hoppers Crossing),"-37.882654, 144.682078",3030
14462,Tarneit Station (Tarneit),"-37.831928, 144.694892",3029
14463,Tarneit Station (Tarneit),"-37.831887, 144.694621",3029
14464,Tarneit Station (Tarneit),"-37.831794, 144.694953",3029
14465,Tarneit Station (Tarneit),"-37.831761, 144.694648",3029
14466,Tarneit Station (Tarneit),"-37.831419, 144.695124",3029
14467,Tarneit Station (Tarneit),"-37.831346, 144.694626",3029
14468,Wyndham Vale Station/Armstrong Rd (Manor Lakes),"-37.873553, 144.60871",3024
14469,Wyndham Vale Station/Armstrong Rd (Manor Lakes),"-37.873822, 144.608668",3024
14470,Wyndham Vale Station/Armstrong Rd (Manor Lakes),"-37.873547, 144.60887",3024
14471,Wyndham Vale Station/Armstrong Rd (Manor Lakes),"-37.873817, 144.608827",3024
14472,Wyndham Vale Station/Armstrong Rd (Manor Lakes),"-37.874113, 144.608772",3024
14473,Werribee Sports Centre/Ballan Rd (Werribee),"-37.897453, 144.640084",3030
14474,Lewis St/Thomas St (Camberwell),"-37.84272, 145.094752",3125
14475,Werribee Sports Centre/Ballan Rd (Werribee),"-37.898058, 144.641487",3030
14476,Kendall St/Overton Rd (Williams Landing),"-37.866855, 144.746479",3027
14477,Westbourne Grammar School/Sayers Rd (Truganina),"-37.852141, 144.725459",3029
14478,Williams Landing Bvd/Palmers Rd (Williams Landing),"-37.861574, 144.747845",3027
14479,Through Rd/Joffre St (Camberwell),"-37.842139, 145.09229",3125
14480,St James Rd/Lower Plenty Rd (Rosanna),"-37.746052, 145.059623",3084
14481,Norman St/Through Rd (Camberwell),"-37.839918, 145.092597",3127
14482,Webster St/Through Rd (Camberwell),"-37.836414, 145.093267",3127
14483,Riversdale Rd/Union Rd (Surrey Hills),"-37.835343, 145.09559",3127
14484,Riversdale Rd/Union Rd (Surrey Hills),"-37.835354, 145.095669",3127
14485,Thistle St/Union Rd (Surrey Hills),"-37.832531, 145.096117",3127
14486,Thistle St/Union Rd (Surrey Hills),"-37.832253, 145.096215",3127
14487,Canterbury Rd/Union Rd (Surrey Hills),"-37.826257, 145.097119",3127
14488,Mt Ida Ave/Lower Plenty Rd (Rosanna),"-37.744843, 145.06172",3084
14489,Surrey Hills Station/Windsor Cres (Surrey Hills),"-37.824376, 145.098939",3127
14490,Surrey Hills Station/Windsor Cres (Surrey Hills),"-37.824604, 145.098558",3127
14491,Nuttall Lane/Leopold Cres (Mont Albert),"-37.822594, 145.103552",3127
14492,Nuttall Lane/Leopold Cres (Mont Albert),"-37.82296, 145.103338",3127
14493,Louise Ave/Mont Albert Rd (Mont Albert),"-37.821171, 145.105281",3127
14494,Louise Ave/Mont Albert Rd (Mont Albert),"-37.821395, 145.105764",3127
14495,St Johns Ave/Mont Albert Rd (Mont Albert),"-37.821682, 145.107938",3127
14496,St Johns Ave/Mont Albert Rd (Mont Albert),"-37.821666, 145.108075",3127
14497,View St/Mont Albert Rd (Mont Albert),"-37.821745, 145.11014",3127
14498,View St/Mont Albert Rd (Mont Albert),"-37.82184, 145.109922",3127
14499,Grandview Gr/Lower Plenty Rd (Rosanna),"-37.74402, 145.063205",3084
14500,Elgar Rd/Mont Albert Rd (Mont Albert),"-37.822133, 145.113596",3127
14501,Elgar Rd/Mont Albert Rd (Mont Albert),"-37.822246, 145.11332",3127
14502,Parkland Cl/Baden Powell Dr (Frankston South),"-38.172234, 145.109969",3930
14503,Villiers St/Humphries Rd (Frankston South),"-38.17265, 145.107241",3930
14504,Canning St/Humphries Rd (Frankston South),"-38.171436, 145.106325",3930
14505,Childs Rd/High St (Lalor),"-37.660142, 145.019068",3075
14506,Kiama Dr/High St (Lalor),"-37.662987, 145.017859",3075
14507,Lalor Station/High St (Lalor),"-37.665171, 145.016939",3075
14508,Robert St/High St (Lalor),"-37.669093, 145.016018",3075
14509,Rosanna Railway Station/Turnham Ave (Rosanna),"-37.74274, 145.066473",3084
14510,Mercil Rd/Wingrove St (Alphington),"-37.779096, 145.026354",3078
14511,Travers St/High St (Thomastown),"-37.674358, 145.015039",3074
14512,Chappell St/High St (Thomastown),"-37.676334, 145.014658",3074
14513,Settlement Rd/High St (Thomastown),"-37.688258, 145.012593",3074
14514,Keon Park Station/High St (Thomastown),"-37.693642, 145.011747",3074
14515,Asquith St/Hughes Pde (Reservoir),"-37.697139, 145.009612",3074
14516,Rosenthal Cres/Hughes Pde (Reservoir),"-37.699256, 145.005846",3074
14517,Turnham Ave/Station Rd (Rosanna),"-37.74476, 145.067646",3084
14518,Rosenthal Cres/Allenby Ave (Reservoir),"-37.701144, 145.005058",3073
14519,Gellibrand Cres/Allenby Ave (Reservoir),"-37.703287, 145.007054",3073
14520,High St/Allenby Ave (Reservoir),"-37.704991, 145.008721",3073
14521,Ruthven Station/High St (Reservoir),"-37.707847, 145.009212",3073
14522,Barton St/High St (Reservoir),"-37.711728, 145.008473",3073
14523,Dennis St/Howard St (Reservoir),"-37.719267, 145.011946",3073
14524,Odowd St/Howard St (Reservoir),"-37.719665, 145.015283",3073
14525,Delaware St/Mendip Rd (Reservoir),"-37.721088, 145.016266",3073
14526,Storey Rd/Mendip Rd (Reservoir),"-37.723962, 145.015713",3073
14527,Grove Rd/Station Rd (Rosanna),"-37.744926, 145.069526",3084
14528,Bendigo St/Oakhill Ave (Reservoir),"-37.72519, 145.014783",3073
14529,Wingrove St/Grange Rd (Alphington),"-37.778337, 145.025159",3078
14530,Sycamore St/Evrah Dr (Hoppers Crossing),"-37.860971, 144.698977",3029
14531,168 Westcott Pde (Rockbank),"-37.72873, 144.65471",3335
14532,Rockbank Caravan Park/Westcott Pde (Rockbank),"-37.730827, 144.659114",3335
14533,Elizabeth St/Westcott Pde (Rockbank),"-37.733641, 144.66606",3335
14534,195 Westcott Pde (Rockbank),"-37.728894, 144.654818",3335
14535,Rayment St/Grange Rd (Fairfield),"-37.773476, 145.026049",3078
14536,Carlton Gardens/Victoria St (Carlton),"-37.807483, 144.97118",3053
14537,Santarosa Ave/Davis Rd (Tarneit),"-37.84646, 144.650939",3029
14538,Lansdowne Pde/Davis Rd (Tarneit),"-37.847747, 144.650887",3029
14539,Edith St/Davis Rd (Tarneit),"-37.848929, 144.650485",3029
14540,Mulgra Vew/Davis Rd (Tarneit),"-37.849883, 144.650467",3029
14541,Bethany Rd/Davis Rd (Tarneit),"-37.852748, 144.649535",3029
14542,Bethany Rd/Davis Rd (Tarneit),"-37.852684, 144.649934",3029
14543,Charter St/New St (Ringwood),"-37.815216, 145.220385",3134
14544,Churchill St/Bond St (Ringwood),"-37.813927, 145.223335",3134
14545,Caroline Cres/Katrina St (Blackburn North),"-37.80348, 145.144328",3130
14546,Morrie Cres/Katrina St (Blackburn North),"-37.803752, 145.146695",3130
14547,Lantana St/Katrina St (Blackburn North),"-37.804215, 145.150943",3130
14548,Rufus St/High St (Epping),"-37.648093, 145.026098",3076
14549,Charlton St/Koonung Rd (Blackburn North),"-37.804853, 145.153097",3130
14550,Mitchell St/Koonung Rd (Blackburn North),"-37.806462, 145.152841",3130
14551,Merle St/Koonung Rd (Blackburn North),"-37.807819, 145.152614",3130
14552,Koonung Rd/Springfield Rd (Blackburn North),"-37.810398, 145.152675",3130
14553,Ramona Ave/Waverley Rd (Malvern East),"-37.879041, 145.076694",3148
14554,Gallery Ave/Arnolds Creek Bvd (Melton West),"-37.670194, 144.550726",3337
14555,Foxzami Lane/Dalray Cres (Kurunjang),"-37.65645, 144.597899",3337
14556,Centre for Nanofabrication/Wellington Rd (Clayton),"-37.916341, 145.142292",3168
14557,Henderson Rd/Wellington Rd (Clayton),"-37.916812, 145.145897",3168
14558,227-243 Wellington Rd (Mulgrave),"-37.917635, 145.152384",3170
14559,Springvale Rd/Wellington Rd (Mulgrave),"-37.918207, 145.157261",3168
14560,Enterprise Ct/Wellington Rd (Mulgrave),"-37.918747, 145.161252",3170
14561,High St/Cooper St (Epping),"-37.652049, 145.024996",3075
14562,Wanda St/Wellington Rd (Mulgrave),"-37.919367, 145.166333",3170
14563,Lea Rd/Wellington Rd (Mulgrave),"-37.919738, 145.169896",3170
14564,Brandon Park Dr/Wellington Rd (Wheelers Hill),"-37.921218, 145.181645",3150
14565,Mulgrave Country Club/Wellington Rd (Wheelers Hill),"-37.921611, 145.184877",3170
14566,Waverley Park/Wellington Rd (Wheelers Hill),"-37.922273, 145.189275",3170
14567,Junction Rd/Marchiori Rd (Blackburn North),"-37.807429, 145.164562",3130
14568,Jacksons Rd/Wellington Rd (Wheelers Hill),"-37.922774, 145.193745",3170
14569,Holmbury Bvd/Haverbrack Dr (Mulgrave),"-37.924633, 145.201538",3170
14570,Everton Cl/Haverbrack Dr (Mulgrave),"-37.927192, 145.20209",3170
14571,Glen St/Marchiori Rd (Blackburn North),"-37.809712, 145.164164",3130
14572,Montpellier Cres/Williamsons Rd (Templestowe Lower),"-37.767796, 145.130848",3107
14573,Aboyne Cl/Haverbrack Dr (Mulgrave),"-37.932797, 145.205015",3170
14574,Addison Ct/Haverbrack Dr (Mulgrave),"-37.934284, 145.205024",3170
14575,Dunrossil Cl/Haverbrack Dr (Mulgrave),"-37.936173, 145.201837",3170
14576,Jolimont Ave/Haverbrack Dr (Mulgrave),"-37.937121, 145.19963",3170
14577,Blackmore St/Police Rd (Dandenong North),"-37.938309, 145.201888",3170
14578,Blaxland Dr/Police Rd (Dandenong North),"-37.938517, 145.204284",3170
14579,Fillmore Rd/Gladstone Rd (Dandenong North),"-37.941439, 145.210312",3175
14580,Murray Rd/Gladstone Rd (Dandenong North),"-37.944332, 145.209752",3175
14581,Park Rd/Gladstone Rd (Dandenong North),"-37.95046, 145.208568",3175
14582,Gladstone Rd/Brady Rd (Dandenong North),"-37.953548, 145.208937",3174
14583,Exner Dr/Brady Rd (Dandenong North),"-37.954158, 145.214066",3802
14584,Brott Ct/Loch Rd (Dandenong North),"-37.95604, 145.217538",3802
14585,Fletcher Rd/Loch Rd (Dandenong North),"-37.957779, 145.221081",3802
14586,Thredbo Ct/Loch Rd (Dandenong North),"-37.95938, 145.222716",3802
14587,Wooranna Park Primary School/Carlton Rd (Dandenong North),"-37.960416, 145.216112",3802
14588,Downard Cres/Devira St (Dandenong North),"-37.961666, 145.215364",3802
14589,Boyd St/Scullin St (Dandenong North),"-37.964481, 145.213771",3177
14590,Philip St/Boyd St (Dandenong North),"-37.964993, 145.216024",3177
14591,Avril St/Boyd St (Dandenong North),"-37.9671, 145.217692",3177
14592,Nicole Ave/Boyd St (Dandenong North),"-37.969204, 145.217367",3177
14593,Oasis Pool/Cleeland St (Dandenong),"-37.97104, 145.217243",3177
14594,Chisholm Institute/Cleeland St (Dandenong),"-37.974221, 145.21662",3177
14595,Dandenong Hospital/Cleeland St (Dandenong),"-37.977483, 145.215995",3177
14596,Ann St/Cleeland St (Dandenong),"-37.97937, 145.215664",3177
14597,Herbert St/Cleeland St (Dandenong),"-37.981581, 145.215246",3177
14598,Dandenong Market/Cleeland St (Dandenong),"-37.984303, 145.214725",3177
14599,Neil St/Kars St (Frankston South),"-38.159292, 145.116055",3199
14600,Lower Dandenong Rd/Howard Rd (Dingley Village),"-37.98742, 145.120346",3172
14601,Plaza Cres/Howard Rd (Dingley Village),"-37.983727, 145.121078",3172
14602,Timms Cres/Howard Rd (Dingley Village),"-37.981203, 145.121575",3172
14603,Earlwood St/Howard Rd (Dingley Village),"-37.978903, 145.12201",3172
14604,Centre Dandenong Rd/Howard Rd (Dingley Village),"-37.976603, 145.122478",3172
14605,Kyabram St/Barry Rd (Dallas),"-37.665558, 144.93764",3048
14606,Howard Rd/Centre Dandenong Rd (Dingley Village),"-37.976206, 145.122955",3172
14607,Sharrock Dr/Centre Dandenong Rd (Dingley Village),"-37.979212, 145.126123",3172
14608,Shelford Gr/Centre Dandenong Rd (Dingley Village),"-37.981041, 145.128388",3172
14609,Marjorie Ave/Centre Dandenong Rd (Dingley Village),"-37.982531, 145.130798",3172
14610,Dingley Village Shopping Centre/Centre Dandenong Rd (Dingley Village),"-37.983713, 145.132635",3172
14611,Jannali Dr/Centre Dandenong Rd (Dingley Village),"-37.985203, 145.135091",3172
14612,Emery Dr/Centre Dandenong Rd (Dingley Village),"-37.986156, 145.136672",3172
14613,Golf Links Cres/Centre Dandenong Rd (Dingley Village),"-37.987924, 145.139588",3172
14614,Keysborough Ave/Springvale Rd (Keysborough),"-37.988563, 145.14522",3172
14615,Mercy College/Sydney Rd (Fawkner),"-37.730823, 144.964072",3058
14616,Batman Station/Sydney Rd (Coburg North),"-37.733718, 144.965263",3058
14617,Champ St/Sydney Rd (Coburg North),"-37.737277, 144.9668",3058
14618,Parker St/Anderson St (Templestowe),"-37.757936, 145.130211",3106
14619,Falcon St/Victoria Dr (Thomastown),"-37.679262, 144.990666",3060
14620,HR Uren Reserve/Victoria Dr (Thomastown),"-37.682359, 144.99048",3074
14621,Tranquil Pl/Victoria Dr (Thomastown),"-37.684038, 144.994903",3074
14622,Victoria Park/Victoria Dr (Thomastown),"-37.685107, 144.997312",3074
14623,Salamander Ave/Victoria Dr (Thomastown),"-37.684502, 144.999914",3074
14624,Kemp Ave/Spring St (Thomastown),"-37.6813, 144.99975",3074
14625,County Tce/Serpells Rd (Templestowe),"-37.765766, 145.144397",3106
14626,Hazel Ave/Spring St (Thomastown),"-37.681612, 145.002747",3074
14627,Melbourne Central/Lonsdale St (Melbourne City),"-37.811598, 144.964195",3000
14628,Collins St/Queen St (Melbourne City),"-37.816545, 144.961571",3000
14629,Keilor Park Dr (Keilor East),"-37.740541, 144.861003",3033
14630,Rochford Pl/Harold Keys Dr (Narre Warren South),"-38.027979, 145.288323",3976
14631,Grenfell Rise/Harold Keys Dr (Narre Warren South),"-38.030369, 145.287834",3976
14632,Wethersdane Dr/Shrives Rd (Hampton Park),"-38.030426, 145.284324",3976
14633,Willow Dr/Hallam Rd (Hampton Park),"-38.024238, 145.269749",3976
14634,Hallam Station/Hallam South Rd (Hallam),"-38.017489, 145.271081",3803
14635,Pound Rd/Kilberry Bvd (Hampton Park),"-38.031456, 145.280813",3976
14636,Kilberry Valley PS/Kilberry Bvd (Hampton Park),"-38.032594, 145.279761",3976
14637,Kilberry Valley PS/Warana Dr (Hampton Park),"-38.032782, 145.278401",3976
14638,Hallam Rd/Warana Dr (Hampton Park),"-38.031306, 145.268717",3976
14639,Outhwaite Rd/McEwan Rd (Heidelberg West),"-37.739322, 145.053205",3081
14640,Perkins Ave/Oriel Rd (Ivanhoe),"-37.754798, 145.038657",3081
14641,Jeffrey St/Cairns Rd (Hampton Park),"-38.038208, 145.25528",3976
14642,Hampton Park Sec Col/Cairns Rd (Hampton Park),"-38.039183, 145.259028",3976
14643,Hawking Ave/Cairns Rd (Hampton Park),"-38.040384, 145.262874",3976
14644,Denver Ct/Cairns Rd (Hampton Park),"-38.04064, 145.264897",3976
14645,Blair Ave/Kars St (Frankston South),"-38.160715, 145.115448",3199
14646,Cleeland St/Clow St (Dandenong),"-37.985011, 145.215061",3177
14647,Banksia St/Oriel Rd (Ivanhoe),"-37.756961, 145.037624",3079
14648,Clement St/Clow St (Dandenong),"-37.985812, 145.222112",3177
14649,Ross St/Clow St (Dandenong),"-37.986102, 145.22461",3177
14650,Robert Booth Reserve/Clow St (Dandenong),"-37.986521, 145.228449",3177
14651,Betula St/Kidds Rd (Doveton),"-37.987167, 145.234275",3177
14652,Doveton Baptist Church/Kidds Rd (Doveton),"-37.987643, 145.238374",3177
14653,Linden Place SC/Power Rd (Doveton),"-37.985404, 145.239907",3177
14654,Plum St/Power Rd (Doveton),"-37.982726, 145.240415",3177
14655,Power Reserve/Power Rd (Doveton),"-37.98057, 145.240843",3177
14656,Amalfi Dr/Power Rd (Endeavour Hills),"-37.976445, 145.241658",3802
14657,Aldridge St/Power Rd (Endeavour Hills),"-37.974675, 145.242008",3802
14658,Essex Park Dr/Power Rd (Endeavour Hills),"-37.971566, 145.242583",3802
14659,Cassia Ct/Power Rd (Endeavour Hills),"-37.967953, 145.243284",3802
14660,Power Rd/Kennington Park Dr (Endeavour Hills),"-37.967102, 145.244215",3802
14661,Finchley Ct/Kennington Park Dr (Endeavour Hills),"-37.967335, 145.248319",3802
14662,Grove End Rd/Kennington Park Dr (Endeavour Hills),"-37.967834, 145.254056",3802
14663,Eildon Rd/Kennington Park Dr (Endeavour Hills),"-37.96855, 145.257306",3802
14664,Mossgiel Park Dr/Kennington Park Dr (Endeavour Hills),"-37.968671, 145.260673",3802
14665,Lochalsh Ct/Shetland St (Endeavour Hills),"-37.965416, 145.262935",3802
14666,Girvan Cct/Shetland St (Endeavour Hills),"-37.963069, 145.265734",3802
14667,John Strover Reserve/Shetland St (Endeavour Hills),"-37.963727, 145.271296",3802
14668,Glenelg St/Outlook Dr (Dandenong North),"-37.940488, 145.212349",3170
14669,Hunter St/Outlook Dr (Dandenong North),"-37.940807, 145.21497",3178
14670,Towong St/Outlook Dr (Dandenong North),"-37.942216, 145.218759",3178
14671,Kriegel Way/Outlook Dr (Dandenong North),"-37.944574, 145.219181",3178
14672,View Ct/Outlook Dr (Dandenong North),"-37.94615, 145.21731",3178
14673,Huxley Ave/Outlook Dr (Dandenong North),"-37.948567, 145.216216",3178
14674,Outlook Village SC/Outlook Dr (Dandenong North),"-37.950182, 145.219899",3802
14675,Valentine St/Oriel Rd (Ivanhoe),"-37.761757, 145.036589",3079
14676,Oxford Ct/Outlook Dr (Dandenong North),"-37.951739, 145.22216",3802
14677,Brady Rd/Outlook Dr (Dandenong North),"-37.954706, 145.222874",3802
14678,Stud Rd/Brady Rd (Dandenong North),"-37.955613, 145.225071",3802
14679,McFees Rd/Stud Rd (Dandenong North),"-37.964192, 145.224455",3177
14680,Judith St/Stud Rd (Dandenong North),"-37.967157, 145.223883",3802
14681,Heatherton Rd/Stud Rd (Dandenong),"-37.972255, 145.2231",3177
14682,Stud Rd/David St (Dandenong),"-37.977829, 145.222772",3177
14683,Valley Village Mews Ret Village/David St (Dandenong),"-37.978212, 145.226087",3177
